Order_Item_ID;Order_ID;Product_ID;Quantity;Unit_Price;Discount
OI00000139;O0000050;P0297;5;1673.01;0.05
OI00000140;O0000050;P0196;5;2064.87;0.0
OI00000141;O0000051;P0112;4;1317.93;0.15
OI00000142;O0000052;P0154;3;1103.6;0.0
OI00000143;O0000053;P0252;5;1721.46;0.0
OI00000144;O0000053;P0247;4;2068.39;0.0
OI00000145;O0000053;P0240;1;1611.01;0.15
OI00000146;O0000054;P0224;2;793.77;0.0
OI00000147;O0000054;P0233;2;950.85;0.05
OI00000148;O0000055;P0185;1;183.99;0.2
OI00000149;O0000055;P0125;4;1575.51;0.0
OI00000150;O0000055;P0271;4;1363.13;0.05
OI00000151;O0000056;P0253;5;1112.91;0.15
OI00000152;O0000056;P0186;1;914.36;0.05
OI00000153;O0000056;P0151;2;1535.03;0.0
OI00000154;O0000056;P0128;3;1060.62;0.05
OI00000155;O0000057;P0028;3;2138.04;0.2
OI00000156;O0000057;P0202;5;428.33;0.1
OI00000157;O0000057;P0245;3;43.2;0.05
OI00000158;O0000057;P0146;5;1635.61;0.1
OI00000159;O0000058;P0079;4;1511.4;0.0
OI00000160;O0000058;P0292;1;223.02;0.2
OI00000161;O0000059;P0033;3;1122.57;0.05
OI00000162;O0000059;P0190;3;2560.83;0.1
OI00000163;O0000060;P0075;2;403.03;0.1
OI00000164;O0000060;P0271;1;1325.08;0.0
OI00000165;O0000060;P0238;4;2628.02;0.15
OI00000166;O0000061;P0206;1;1031.66;0.05
OI00000167;O0000061;P0282;5;1111.22;0.1
OI00000168;O0000061;P0077;1;76.19;0.0
OI00000169;O0000061;P0207;1;2011.64;0.0
OI00000170;O0000062;P0070;1;978.81;0.2
OI00000171;O0000063;P0077;1;75.21;0.0
OI00000172;O0000063;P0115;1;2247.1;0.0
OI00000173;O0000064;P0281;3;1696.18;0.15
OI00000174;O0000064;P0250;5;805.75;0.0
OI00000175;O0000064;P0120;3;56.86;0.0
OI00000176;O0000064;P0079;4;1400.99;0.05
OI00000177;O0000065;P0235;4;917.03;0.15
OI00000178;O0000066;P0275;1;901.13;0.15
OI00000179;O0000066;P0006;3;1166.42;0.1
OI00000180;O0000067;P0220;1;1551.93;0.05
OI00000181;O0000067;P0112;4;1498.5;0.05
OI00000182;O0000067;P0042;4;589.17;0.0
OI00000183;O0000067;P0136;2;875.78;0.0
OI00000184;O0000068;P0007;3;735.51;0.0
OI00000185;O0000068;P0080;3;179.36;0.0
OI00000186;O0000068;P0125;4;1630.34;0.0
OI00000187;O0000069;P0197;4;1245.6;0.0
OI00000188;O0000069;P0222;4;620.87;0.1
OI00000189;O0000070;P0119;2;239.25;0.05
OI00000190;O0000071;P0138;1;669.3;0.2
OI00000191;O0000072;P0025;3;295.15;0.05
OI00000192;O0000072;P0295;1;528.6;0.05
OI00000193;O0000073;P0201;4;1276.92;0.1
OI00000194;O0000073;P0027;1;828.03;0.05
OI00000195;O0000073;P0071;4;751.64;0.0
OI00000196;O0000073;P0116;2;389.79;0.15
OI00000197;O0000074;P0210;4;1209.15;0.05
OI00000198;O0000075;P0212;4;317.24;0.0
OI00000199;O0000075;P0007;1;714.13;0.05
OI00000200;O0000075;P0097;1;1134.21;0.05
OI00000201;O0000076;P0208;4;1256.56;0.0
OI00000202;O0000077;P0119;2;227.57;0.1
OI00000203;O0000077;P0035;5;953.15;0.05
OI00000204;O0000077;P0239;2;304.94;0.05
OI00000205;O0000077;P0039;5;1465.21;0.1
OI00000206;O0000078;P0094;4;1568.85;0.1
OI00000207;O0000078;P0172;5;903.8;0.0
OI00000208;O0000078;P0161;4;1014.22;0.1
OI00000209;O0000078;P0057;4;229.88;0.0
OI00000210;O0000079;P0297;5;1656.86;0.0
OI00000211;O0000079;P0232;3;1425.01;0.0
OI00000212;O0000080;P0286;2;482.01;0.05
OI00000213;O0000081;P0075;1;438.53;0.15
OI00000214;O0000081;P0032;2;1558.62;0.05
OI00000215;O0000082;P0113;1;815.41;0.1
OI00000216;O0000082;P0011;3;225.39;0.0
OI00000217;O0000083;P0274;2;145.74;0.05
OI00000218;O0000084;P0192;2;2347.97;0.05
OI00000219;O0000084;P0266;1;406.64;0.05
OI00000220;O0000085;P0237;3;1325.34;0.0
OI00000221;O0000085;P0166;5;723.87;0.0
OI00000222;O0000086;P0285;5;57.98;0.1
OI00000223;O0000086;P0097;5;1247.67;0.0
OI00000224;O0000086;P0031;2;1713.59;0.0
OI00000225;O0000087;P0176;4;1265.84;0.0
OI00000226;O0000087;P0260;3;2076.23;0.05
OI00000227;O0000088;P0268;1;1227.02;0.05
OI00000228;O0000088;P0110;3;1153.69;0.0
OI00000229;O0000088;P0110;3;1185.72;0.05
OI00000230;O0000089;P0138;2;712.24;0.0
OI00000231;O0000090;P0208;4;1422.37;0.05
OI00000232;O0000091;P0125;1;1591.58;0.1
OI00000233;O0000092;P0018;2;1968.97;0.0
OI00000234;O0000092;P0256;4;1842.11;0.05
OI00000235;O0000092;P0108;3;214.76;0.05
OI00000236;O0000092;P0211;5;1710.27;0.0
OI00000237;O0000093;P0138;1;703.23;0.05
OI00000238;O0000093;P0076;3;1731.95;0.0
OI00000239;O0000093;P0019;1;468.48;0.0
OI00000240;O0000093;P0089;4;33.51;0.1
OI00000241;O0000094;P0121;2;103.34;0.05
OI00000242;O0000094;P0226;1;294.8;0.0
OI00000243;O0000094;P0031;5;1687.78;0.0
OI00000244;O0000095;P0121;2;96.71;0.0
OI00000245;O0000095;P0234;1;988.72;0.1
OI00000246;O0000096;P0187;4;220.76;0.0
OI00000247;O0000096;P0146;4;1459.56;0.0
OI00000248;O0000097;P0098;3;575.7;0.0
OI00000249;O0000098;P0280;3;1545.68;0.0
OI00000250;O0000098;P0251;2;505.93;0.1
OI00000251;O0000098;P0065;1;1288.26;0.05
OI00000252;O0000098;P0230;3;1328.23;0.05
OI00000253;O0000099;P0206;2;961.93;0.1
OI00000254;O0000099;P0223;2;903.35;0.2
OI00000255;O0000099;P0168;1;1200.56;0.0
OI00000256;O0000100;P0225;1;353.29;0.0
OI00000257;O0000100;P0015;4;1232.27;0.0
OI00000258;O0000101;P0060;3;705.79;0.0
OI00000259;O0000101;P0165;3;676.73;0.1
OI00000260;O0000101;P0099;2;825.57;0.1
OI00000261;O0000102;P0025;1;303.68;0.1
OI00000262;O0000102;P0166;5;699.67;0.0
OI00000263;O0000102;P0045;5;378.48;0.1
OI00000264;O0000103;P0220;2;1631.67;0.0
OI00000265;O0000104;P0214;3;133.66;0.15
OI00000266;O0000104;P0005;4;173.35;0.0
OI00000267;O0000105;P0004;3;903.03;0.2
OI00000268;O0000105;P0022;5;1093.34;0.2
OI00000269;O0000105;P0048;1;1827.14;0.0
OI00000270;O0000106;P0213;4;182.4;0.1
OI00000271;O0000106;P0096;5;1564.3;0.1
OI00000272;O0000106;P0291;4;1065.13;0.1
OI00000273;O0000106;P0178;1;842.17;0.0
OI00000274;O0000107;P0198;2;573.23;0.0
OI00000275;O0000107;P0274;1;151.21;0.2
OI00000276;O0000107;P0099;2;851.41;0.05
OI00000277;O0000107;P0075;2;472.19;0.0
OI00000278;O0000108;P0297;2;1582.04;0.0
OI00000279;O0000108;P0256;2;2012.32;0.05
OI00000280;O0000108;P0049;2;368.14;0.2
OI00000281;O0000109;P0074;3;2124.57;0.0
OI00000282;O0000109;P0143;1;1530.84;0.0
OI00000283;O0000110;P0120;2;49.92;0.05
OI00000284;O0000110;P0107;1;1520.61;0.0
OI00000285;O0000110;P0028;5;2323.52;0.15
OI00000286;O0000110;P0067;5;234.32;0.0
OI00000287;O0000111;P0282;4;1045.53;0.0
OI00000288;O0000111;P0119;1;211.96;0.05
OI00000289;O0000111;P0018;1;2075.15;0.0
OI00000290;O0000112;P0298;3;1120.9;0.0
OI00000291;O0000113;P0144;2;202.5;0.0
OI00000292;O0000113;P0283;5;1043.74;0.0
OI00000293;O0000113;P0213;4;172.4;0.1
OI00000294;O0000113;P0296;1;1486.15;0.05
OI00000295;O0000114;P0171;5;2112.5;0.1
OI00000296;O0000115;P0233;3;947.89;0.0
OI00000297;O0000115;P0144;2;228.73;0.1
OI00000298;O0000115;P0255;5;1638.21;0.0
OI00000299;O0000116;P0006;4;1067.06;0.05
OI00000300;O0000117;P0155;3;2202.59;0.05
OI00000301;O0000118;P0198;3;494.98;0.0
OI00000302;O0000118;P0124;4;1542.77;0.0
OI00000303;O0000119;P0100;4;886.91;0.05
OI00000304;O0000119;P0228;1;889.19;0.1
OI00000305;O0000119;P0106;3;1281.11;0.15
OI00000306;O0000119;P0104;1;595.92;0.05
OI00000307;O0000120;P0073;3;1119.3;0.1
OI00000308;O0000120;P0250;4;842.19;0.0
OI00000309;O0000120;P0165;4;629.08;0.0
OI00000310;O0000121;P0267;4;325.05;0.0
OI00000311;O0000122;P0080;5;209.36;0.0
OI00000312;O0000122;P0040;4;565.8;0.1
OI00000313;O0000122;P0127;4;772.53;0.0
OI00000314;O0000122;P0280;5;1731.27;0.0
OI00000315;O0000123;P0151;3;1683.55;0.15
OI00000316;O0000123;P0066;4;1186.81;0.0
OI00000317;O0000124;P0026;4;87.73;0.0
OI00000318;O0000124;P0133;4;359.75;0.0
OI00000319;O0000125;P0174;2;1061.28;0.0
OI00000320;O0000125;P0061;3;900.08;0.05
OI00000321;O0000125;P0146;3;1436.82;0.0
OI00000322;O0000126;P0059;4;237.44;0.05
OI00000323;O0000126;P0212;5;299.21;0.05
OI00000324;O0000127;P0279;5;118.51;0.0
OI00000325;O0000127;P0044;1;1362.71;0.15
OI00000326;O0000127;P0193;2;1073.27;0.0
OI00000327;O0000128;P0273;2;13.55;0.2
OI00000328;O0000128;P0058;2;1603.63;0.1
OI00000329;O0000128;P0179;1;1251.12;0.1
OI00000330;O0000128;P0271;4;1207.37;0.05
OI00000331;O0000129;P0027;4;914.89;0.15
OI00000332;O0000130;P0096;5;1792.35;0.0
OI00000333;O0000131;P0151;4;1569.78;0.05
OI00000334;O0000131;P0050;4;692.2;0.05
OI00000335;O0000131;P0180;1;695.1;0.0
OI00000336;O0000132;P0035;3;978.54;0.05
OI00000337;O0000132;P0092;5;1723.83;0.1
OI00000338;O0000132;P0101;4;1178.96;0.05
OI00000339;O0000133;P0188;4;1821.27;0.15
OI00000340;O0000133;P0011;4;246.7;0.1
OI00000341;O0000133;P0113;2;775.48;0.05
OI00000342;O0000134;P0021;1;554.88;0.0
OI00000343;O0000134;P0113;4;825.96;0.05
OI00000344;O0000135;P0080;1;205.79;0.2
OI00000345;O0000136;P0148;5;1748.53;0.1
OI00000346;O0000136;P0299;1;139.03;0.0
OI00000347;O0000136;P0239;3;311.14;0.0
OI00000348;O0000137;P0092;1;1568.41;0.0
OI00000349;O0000137;P0110;5;1146.58;0.1
OI00000350;O0000138;P0100;1;800.7;0.1
OI00000351;O0000139;P0173;4;946.88;0.2
OI00000352;O0000139;P0177;5;2166.61;0.1
OI00000353;O0000139;P0025;2;295.44;0.1
OI00000354;O0000139;P0068;2;280.8;0.0
OI00000355;O0000140;P0086;2;1216.06;0.1
OI00000356;O0000141;P0057;2;215.6;0.05
OI00000357;O0000141;P0058;5;1816.9;0.0
OI00000358;O0000141;P0264;2;2283.2;0.0
OI00000359;O0000141;P0096;3;1757.15;0.05
OI00000360;O0000142;P0204;3;871.12;0.2
OI00000361;O0000142;P0208;4;1492.14;0.0
OI00000362;O0000142;P0207;3;1766.13;0.1
OI00000363;O0000142;P0199;5;1420.88;0.1
OI00000364;O0000143;P0203;2;1336.99;0.0
OI00000365;O0000143;P0022;1;1053.26;0.1
OI00000366;O0000144;P0176;1;1252.67;0.0
OI00000367;O0000145;P0244;4;1230.91;0.0
OI00000368;O0000145;P0083;1;1956.69;0.0
OI00000369;O0000145;P0197;4;1213.58;0.0
OI00000370;O0000145;P0298;1;1159.63;0.0
OI00000371;O0000146;P0115;4;2197.77;0.0
OI00000372;O0000146;P0061;3;932.09;0.0
OI00000373;O0000146;P0108;1;205.91;0.05
OI00000374;O0000146;P0030;4;1421.27;0.0
OI00000375;O0000147;P0203;4;1187.61;0.05
OI00000376;O0000148;P0121;4;117.54;0.0
OI00000377;O0000148;P0121;3;116.06;0.0
OI00000378;O0000149;P0284;3;1716.31;0.1
OI00000379;O0000149;P0127;3;826.4;0.0
OI00000380;O0000149;P0219;5;526.73;0.0
OI00000381;O0000149;P0169;3;416.65;0.0
OI00000382;O0000150;P0291;2;1207.11;0.0
OI00000383;O0000150;P0057;5;246.11;0.0
OI00000384;O0000151;P0252;4;1483.69;0.0
OI00000385;O0000151;P0207;2;2042.98;0.15
OI00000386;O0000151;P0196;3;2228.0;0.0
OI00000387;O0000151;P0277;4;413.65;0.0
OI00000388;O0000152;P0271;5;1324.37;0.05
OI00000389;O0000152;P0036;5;1237.96;0.05
OI00000390;O0000152;P0049;1;342.65;0.0
OI00000391;O0000152;P0188;2;1532.8;0.0
OI00000392;O0000153;P0054;2;301.33;0.0
OI00000393;O0000153;P0040;3;533.53;0.2
OI00000394;O0000153;P0025;3;286.04;0.0
OI00000395;O0000153;P0196;1;2169.59;0.0
OI00000396;O0000154;P0176;2;1134.97;0.1
OI00000397;O0000154;P0232;5;1525.58;0.0
OI00000398;O0000154;P0281;5;1758.6;0.05
OI00000399;O0000154;P0044;2;1346.41;0.2
OI00000400;O0000155;P0146;3;1648.48;0.1
OI00000401;O0000155;P0174;5;1158.39;0.0
OI00000402;O0000155;P0131;3;90.08;0.0
OI00000403;O0000155;P0240;1;1711.77;0.2
OI00000404;O0000156;P0216;3;1015.73;0.15
OI00000405;O0000156;P0177;3;2072.48;0.15
OI00000406;O0000156;P0058;5;1763.39;0.1
OI00000407;O0000156;P0259;4;207.55;0.05
OI00000408;O0000157;P0142;3;119.72;0.1
OI00000409;O0000157;P0240;2;1877.35;0.1
OI00000410;O0000158;P0152;4;299.25;0.05
OI00000411;O0000158;P0166;5;722.52;0.0
OI00000412;O0000159;P0159;4;574.84;0.0
OI00000413;O0000160;P0280;1;1492.69;0.15
OI00000414;O0000160;P0191;1;332.19;0.0
OI00000415;O0000161;P0101;1;1312.87;0.0
OI00000416;O0000161;P0020;5;1872.63;0.0
OI00000417;O0000161;P0038;1;169.06;0.0
OI00000418;O0000161;P0207;2;1930.63;0.05
OI00000419;O0000162;P0132;1;382.5;0.2
OI00000420;O0000162;P0020;3;1996.05;0.0
OI00000421;O0000163;P0254;3;321.76;0.0
OI00000422;O0000163;P0097;4;1123.57;0.0
OI00000423;O0000163;P0149;5;2079.46;0.0
OI00000424;O0000163;P0138;3;699.93;0.0
OI00000425;O0000164;P0273;2;13.Jun;0.05
OI00000426;O0000165;P0088;2;1236.21;0.05
OI00000427;O0000165;P0235;5;887.32;0.0
OI00000428;O0000165;P0246;1;855.1;0.1
OI00000429;O0000165;P0089;1;36.03;0.0
OI00000430;O0000166;P0007;5;790.36;0.15
OI00000431;O0000166;P0031;3;1690.22;0.2
OI00000432;O0000166;P0126;2;825.27;0.05
OI00000433;O0000166;P0033;4;1236.97;0.0
OI00000434;O0000167;P0093;2;581.62;0.0
OI00000435;O0000168;P0216;4;1034.49;0.0
OI00000436;O0000168;P0251;1;455.39;0.0
OI00000437;O0000168;P0003;1;324.87;0.05
OI00000438;O0000169;P0248;4;627.58;0.1
OI00000439;O0000169;P0090;5;264.7;0.0
OI00000440;O0000169;P0246;5;867.3;0.0
OI00000441;O0000169;P0059;4;273.8;0.1
OI00000442;O0000170;P0268;1;1075.93;0.05
OI00000443;O0000171;P0083;2;1853.88;0.1
OI00000444;O0000171;P0215;3;1180.43;0.05
OI00000445;O0000172;P0269;3;463.49;0.0
OI00000446;O0000172;P0088;3;1197.92;0.0
OI00000447;O0000172;P0132;2;360.56;0.15
OI00000448;O0000172;P0292;2;212.3;0.05
OI00000449;O0000173;P0207;4;2133.71;0.0
OI00000450;O0000173;P0225;2;356.11;0.0
OI00000451;O0000174;P0267;5;339.68;0.0
OI00000452;O0000175;P0289;2;1519.31;0.0
OI00000453;O0000175;P0001;3;1134.92;0.0
OI00000454;O0000176;P0283;3;962.31;0.1
OI00000455;O0000176;P0162;5;875.16;0.0
OI00000456;O0000177;P0213;2;186.46;0.0
OI00000457;O0000177;P0298;1;1089.51;0.0
OI00000458;O0000177;P0004;3;856.13;0.15
OI00000459;O0000177;P0004;5;784.8;0.0
OI00000460;O0000178;P0155;3;2164.94;0.05
OI00000461;O0000178;P0001;3;1188.43;0.0
OI00000462;O0000178;P0239;1;283.56;0.1
OI00000463;O0000178;P0076;5;1680.58;0.1
OI00000464;O0000179;P0199;5;1274.01;0.0
OI00000465;O0000180;P0046;3;343.44;0.0
OI00000466;O0000180;P0163;2;673.88;0.2
OI00000467;O0000180;P0201;5;1101.35;0.1
OI00000468;O0000180;P0179;3;1205.91;0.0
OI00000469;O0000181;P0041;3;2019.67;0.15
OI00000470;O0000181;P0125;1;1768.61;0.05
OI00000471;O0000181;P0066;3;1054.59;0.0
OI00000472;O0000182;P0119;-3;235.01;0.1
OI00000473;O0000182;P0129;5;2163.78;0.05
OI00000474;O0000182;P0056;2;551.6;0.1
OI00000475;O0000183;P0248;3;682.66;0.0
OI00000476;O0000184;P0166;4;771.14;0.0
OI00000477;O0000184;P0038;5;155.37;0.05
OI00000478;O0000185;P0072;1;863.02;0.0
OI00000479;O0000185;P0048;2;1818.17;0.0
OI00000480;O0000185;P0012;1;1498.73;0.0
OI00000481;O0000185;P0247;4;1866.53;0.0
OI00000482;O0000186;P0081;1;305.98;0.0
OI00000483;O0000186;P0252;2;1739.45;0.0
OI00000484;O0000186;P0262;1;1378.01;0.0
OI00000485;O0000186;P0076;2;1675.62;0.1
OI00000486;O0000187;P0264;4;2187.95;0.0
OI00000487;O0000187;P0149;1;2176.49;0.0
OI00000488;O0000188;P0114;5;338.61;0.05
OI00000489;O0000188;P0123;5;106.23;0.0
OI00000490;O0000189;P0170;1;1288.78;0.2
OI00000491;O0000189;P0053;4;1276.85;0.0
OI00000492;O0000189;P0005;2;162.29;0.05
OI00000493;O0000190;P0157;1;962.89;0.1
OI00000494;O0000190;P0115;1;1907.26;0.0
OI00000495;O0000190;P0167;4;822.66;0.05
OI00000496;O0000191;P0013;2;570.29;0.0
OI00000497;O0000191;P0059;5;247.71;0.05
OI00000498;O0000191;P0035;4;1012.68;0.0
OI00000499;O0000192;P0044;1;1345.36;0.0
OI00000500;O0000192;P0115;5;1853.79;0.0
OI00000501;O0000192;P0201;4;1204.06;0.1
OI00000502;O0000192;P0095;5;947.82;0.1
OI00000503;O0000193;P0106;1;1122.94;0.1
OI00000504;O0000193;P0136;5;926.16;0.0
OI00000505;O0000193;P0025;4;279.38;0.0
OI00000506;O0000194;P0019;4;535.45;0.1
OI00000507;O0000194;P0096;4;1600.28;0.1
OI00000508;O0000194;P0260;2;1864.19;0.0
OI00000509;O0000194;P0282;3;1158.12;0.2
OI00000510;O0000195;P0131;1;96.33;0.0
OI00000511;O0000195;P0037;3;720.46;0.0
OI00000512;O0000195;P0141;1;2001.85;0.1
OI00000513;O0000196;P0202;3;455.71;0.0
OI00000514;O0000196;P0035;1;948.55;0.0
OI00000515;O0000196;P0283;4;1100.79;0.05
OI00000516;O0000196;P0235;2;766.44;0.0
OI00000517;O0000197;P0220;5;1833.29;0.0
OI00000518;O0000197;P0060;5;799.95;0.0
OI00000519;O0000198;P0134;2;483.03;0.0
OI00000520;O0000198;P0139;1;899.27;0.15
OI00000521;O0000198;P0092;1;1701.44;0.0
OI00000522;O0000198;P0177;2;1934.01;0.05
OI00000523;O0000199;P0144;1;225.3;0.05
OI00000524;O0000200;P0242;5;335.02;0.0
OI00000525;O0000200;P0097;1;1099.49;0.0
OI00000526;O0000200;P0250;5;833.76;0.1
OI00000527;O0000200;P0034;3;550.33;0.0
OI00000528;O0000201;P0022;1;971.41;0.1
OI00000529;O0000201;P0231;4;831.38;0.0
OI00000530;O0000201;P0212;3;318.97;0.1
OI00000531;O0000202;P0042;5;597.33;0.2
OI00000532;O0000202;P0096;2;1548.47;0.1
OI00000533;O0000202;P0006;4;1158.74;0.05
OI00000534;O0000202;P0225;5;366.66;0.0
OI00000535;O0000203;P0190;4;2407.89;0.0
OI00000536;O0000203;P0258;4;2200.06;0.1
OI00000537;O0000203;P0225;1;364.61;0.1
OI00000538;O0000204;P0041;5;2114.93;0.2
OI00000539;O0000205;P0105;5;;0.0
OI00000540;O0000205;P0077;2;78.01;0.0
OI00000541;O0000205;P0182;2;477.07;0.0
OI00000542;O0000206;P0206;1;1011.77;0.1
OI00000543;O0000207;P0129;1;2320.8;0.05
OI00000544;O0000208;P0266;1;389.57;0.0
OI00000545;O0000208;P0120;5;54.69;0.05
